id,sentence,modal_text,modal_lemma,negated,ought_to,POSSIBILITY,NECESSITY,TSU,NEGATION,has_separator,modal_relevant_ops,sbn
p00/d1936,My watch may be one or two minutes fast.,may,may,,,Y,,,Y,,NEGATION;POSSIBILITY,person.n.01 EQU speaker watch.n.01 User -1 POSSIBILITY <1 entity.n.01 fast.a.02 Theme -2 Value -1 NEGATION <1 NEGATION <1 quantity.n.01 EQU 1 minute.n.01 EQU -3 Quantity -1 NEGATION <2 quantity.n.01 EQU 2 minute.n.01 EQU -5 Quantity -1
p28/d2980,She will pay 50 dollars at most.,will,will,,,,,Y,,,TSU,female.n.02 time.n.08 TSU now pay.v.01 Agent -2 Time -1 Asset +1 dollar.n.01 Quantity +1 quantity.n.01 TOP +1 quantity.n.01 EQU 50
p76/d1796,I'll see him next Friday.,'ll,will,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now see.v.08 Agent -2 Time -1 Co-Agent +1 Theme +2 male.n.02 time.n.08 DayOfWeek friday
p10/d0895,"According to the radio, it will rain tomorrow.",will,will,,,,,Y,,Y,CONTINUATION;TSU,according.a.02 Proposition >1 Source +1 radio.n.01 CONTINUATION <0 entity.n.01 time.n.08 TSU now rain.v.01 EQU -2 Time -1 Time +1 time.n.08 TIN +2 day.n.03 TCT now TAB +1 day.n.03
p71/d0344,This will cost 30 €.,will,will,,,,,Y,,,TSU,entity.n.01 time.n.08 TSU now cost.v.01 Theme -2 Time -1 Value +2 quantity.n.01 EQU 30 euro.n.01 Quantity -1
p03/d1650,I am sure that he will succeed.,will,will,,,,,Y,,Y,CONTINUATION;TSU,person.n.01 EQU speaker time.n.08 EQU now sure.a.01 Time -1 Proposition >1 Experiencer -2 CONTINUATION <0 male.n.02 time.n.08 TSU now succeed.v.01 Agent -2 Time -1
p42/d0945,I'll eat the apple.,'ll,will,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now eat.v.01 Agent -2 Time -1 Patient +1 apple.n.01
p80/d2741,I'd like a piña colada.,'d,would,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now like.v.05 Pivot -2 Time -1 Theme +1 pina_colada.n.01
p52/d0782,"If I were a boy, I could join a baseball team.",could,could,,,Y,,,,Y,CONSEQUENCE;POSSIBILITY,person.n.01 EQU speaker be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now boy.n.01 CONSEQUENCE <1 person.n.01 EQU speaker POSSIBILITY <1 join.v.01 Agent -1 Theme +1 baseball_team.n.01
p21/d2155,We must replace this moth-eaten carpet.,must,must,,,,Y,,,,NECESSITY,person.n.01 Sub speaker NECESSITY <1 replace.v.01 Agent -1 Theme +2 moth-eaten.a.01 AttributeOf +1 carpet.n.01
p36/d2856,The government should do away with those old regulations.,should,should,,,,Y,,,,NECESSITY,government.n.01 NECESSITY <1 do_away_with.v.01 Agent -1 Theme +2 old.a.02 AttributeOf +1 regulation.n.01
p80/d2303,They will be arriving by train at eleven.,will,will,,,,,Y,,,TSU,person.n.01 time.n.08 TSU now arrive.v.01 Theme -2 Time -1 Instrument +1 Time +2 train.n.01 time.n.08 ClockTime 11:00
p19/d3140,You cannot tame a wolf.,can,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,NEGATION <1 person.n.01 NEGATION <1 NEGATION <1 POSSIBILITY <1 tame.v.04 Agent -1 Patient +1 wolf.n.01
p09/d1669,We must fuel the machine.,must,must,,,,Y,,,,NECESSITY,person.n.01 Sub speaker NECESSITY <1 fuel.v.01 Agent -1 Destination +1 machine.n.01
p55/d2671,He can bend an iron rod with his hands.,can,can,,,Y,,,,,POSSIBILITY,male.n.02 POSSIBILITY <1 bend.v.03 Agent -1 Theme +2 Instrument +4 iron.a.01 AttributeOf +1 rod.n.01 male.n.02 ANA -4 hand.n.01 PartOf -1
p13/d1573,Dinner will be ready by six-thirty.,will,will,,,,,Y,,,TSU,dinner.n.01 time.n.08 TSU now ready.a.01 Theme -2 Time -1 Time +1 time.n.08 ClockTime 18:30
p58/d3291,This hall will hold two thousand people.,will,will,,,,,Y,,,TSU,hall.n.03 time.n.08 TSU now hold.v.12 Location -2 Time -1 Time +1 Value +3 time.n.08 EQU now quantity.n.01 EQU 2000 person.n.01 Quantity -1
p45/d2491,An empathetic girl can empathize with a friend's feelings.,can,can,,,Y,,,,,POSSIBILITY,empathetic.a.01 AttributeOf +1 girl.n.01 POSSIBILITY <1 empathize.v.01 Experiencer -1 Stimulus +3 person.n.01 Role +1 friend.n.01 feeling.n.01 Creator -2
p02/d0136,Tom asks his mother if she can but him a new toy.,can,can,,,Y,,,,Y,CONTINUATION;POSSIBILITY,"male.n.02 Name ""Tom"" ask.v.02 Proposition >1 Agent -1 Time +1 Recipient +3 time.n.08 EQU now male.n.02 ANA -3 person.n.01 Role +1 mother.n.01 Of -2 CONTINUATION <0 female.n.02 POSSIBILITY <1 buy.v.01 Agent -1 Beneficiary +1 Theme +3 male.n.02 ANA -8 new.a.01 AttributeOf +1 toy.n.01"
p89/d3142,Who will foot the bill?,will,will,,,,,Y,,,TSU,person.n.01 Name ? time.n.08 TSU now foot.v.01 Agent -2 Time -1 Theme +1 bill.n.02
p00/d3036,I'll hang my coat up behind the door.,'ll,will,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now hang_up.v.02 Agent -2 Time -1 Theme +2 Destination +3 person.n.01 EQU speaker coat.n.01 User -1 location.n.01 SXP +1 door.n.01
p25/d2019,The train will arrive at ten o'clock.,will,will,,,,,Y,,,TSU,train.n.01 time.n.08 TSU now arrive.v.01 Theme -2 Time -1 Time +1 time.n.08 ClockTime 10:00
p40/d2392,This book is so difficult that I can't read it.,ca,can,neg,,Y,,,Y,Y,NEGATION;POSSIBILITY;RESULT,book.n.01 time.n.08 EQU now difficult.a.01 AttributeOf -2 Time -1 RESULT <1 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 read.v.01 Experiencer -1 Stimulus +1 entity.n.01 ANA -5
p10/d1953,We expect that he will pass the examination.,will,will,,,,,Y,,Y,CONTINUATION;TSU,person.n.01 Sub speaker expect.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 male.n.02 time.n.08 TSU now pass.v.14 Agent -2 Time -1 Theme +1 examination.n.02
p70/d3207,We should drink 64 ounces of fluids a day.,should,should,,,,Y,,Y,,NECESSITY;NEGATION,NEGATION <1 day.n.01 NEGATION <1 person.n.01 Sub speaker NECESSITY <1 drink.v.01 Time -2 Agent -1 Patient +3 quantity.n.01 EQU 64 ounce.n.01 Quantity -1 entity.n.01 Sub -1 Sub +1 fluid.n.01
p18/d1959,Tom wondered if Mary could speak French.,could,could,,,Y,,,,Y,CONTINUATION;POSSIBILITY,"male.n.02 Name ""Tom"" wonder.v.01 Proposition >1 Agent -1 Time +1 time.n.08 TPR now CONTINUATION <0 female.n.02 Name ""Mary"" POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 french.n.01"
p13/d2353,The fireman could not extinguish the flames.,could,could,neg,,Y,,,Y,,NEGATION;POSSIBILITY,person.n.01 Role +1 fireman.n.04 NEGATION <1 POSSIBILITY <1 extinguish.v.02 Agent -2 Patient +1 flame.n.01
p77/d2578,I shouldn't drink.,should,should,neg,,,Y,,Y,,NECESSITY;NEGATION,person.n.01 EQU speaker NECESSITY <1 NEGATION <1 drink.v.02 Agent -1
p28/d2428,I can't speak Japanese.,ca,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 japanese.n.02
p84/d1716,A parrot can mimic a person's voice.,can,can,,,Y,,,Y,,NEGATION;POSSIBILITY,NEGATION <1 parrot.n.01 NEGATION <1 POSSIBILITY <1 mimic.v.01 Agent -1 Theme +2 person.n.01 voice.n.02 Creator -1
p60/d0799,I assure you that an error like this will never happen again.,will,will,neg,,,,Y,Y,Y,CONTINUATION;NEGATION;TSU,person.n.01 EQU speaker assure.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 EQU now person.n.01 EQU hearer CONTINUATION <0 error.n.01 APX +1 entity.n.01 NEGATION <1 time.n.08 TSU now happen.v.02 Theme -3 Time -1
p96/d1428,You will be proud of me.,will,will,,,,,Y,,,TSU,person.n.01 EQU hearer time.n.08 TSU now proud.a.01 Experiencer -2 Time -1 Stimulus +1 person.n.01 EQU speaker
p23/d1853,It will cost at least five dollars.,will,will,,,,,Y,,,TSU,entity.n.01 time.n.08 TSU now cost.v.01 Theme -2 Time -1 Value +3 quantity.n.01 BOT +1 quantity.n.01 EQU 5 dollar.n.01 Quantity -2
p71/d2278,"She lives near the beach, but she can't swim.",ca,can,neg,,Y,,,Y,Y,CONTRAST;NEGATION;POSSIBILITY,female.n.02 live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 beach.n.01 CONTRAST <1 female.n.02 ANA -5 NEGATION <1 POSSIBILITY <1 swim.v.01 Theme -1
p81/d1154,"We will defend the city also, but we won't support the Bolsheviki.",will,will,,,,,Y,Y,Y,CONTRAST;NEGATION;TSU,"person.n.01 Sub speaker time.n.08 TSU now defend.v.03 Agent -2 Time -1 Theme +1 city.n.01 CONTRAST <1 person.n.01 Sub speaker NEGATION <1 time.n.08 TSU now support.v.03 Agent -2 Time -1 Theme +1 party.n.01 Name ""Bolsheviki"""
p81/d1154,"We will defend the city also, but we won't support the Bolsheviki.",wo,will,neg,,,,Y,Y,Y,CONTRAST;NEGATION;TSU,"person.n.01 Sub speaker time.n.08 TSU now defend.v.03 Agent -2 Time -1 Theme +1 city.n.01 CONTRAST <1 person.n.01 Sub speaker NEGATION <1 time.n.08 TSU now support.v.03 Agent -2 Time -1 Theme +1 party.n.01 Name ""Bolsheviki"""
p40/d3122,I can't call anyone right now.,ca,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 call.v.03 Agent -1 Theme +1 Time +2 person.n.01 time.n.08 EQU now
p74/d2252,I'll be jealous.,'ll,will,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now jealous.a.01 Experiencer -2 Time -1
p26/d3500,You can go to the bus station.,can,can,,,Y,,,,,POSSIBILITY,person.n.01 EQU hearer POSSIBILITY <1 go.v.01 Theme -1 Destination +1 bus_station.n.01
p84/d1665,Tom can't read yet.,ca,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,"male.n.02 Name ""Tom"" NEGATION <1 POSSIBILITY <1 read.v.01 Agent -1"
p68/d1527,He will drink the champagne at midnight.,will,will,,,,,Y,,,TSU,male.n.02 time.n.08 TSU now drink.v.01 Agent -2 Time -1 Patient +1 Time +2 champagne.n.01 time.n.08 ClockTime 00:00
p09/d2467,I will prosper.,will,will,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now prosper.v.01 Agent -2 Time -1
p17/d2899,What time will the train arrive in Yokohama?,will,will,,,,,Y,,,TSU,"time.n.08 ClockTime ? time.n.08 TSU now train.n.01 arrive.v.01 Time -3 Time -2 Theme -1 Destination +1 city.n.01 Name ""Yokohama"""
p88/d0868,It'll cost over a thousand yen.,'ll,will,,,,,Y,,,TSU,entity.n.01 time.n.08 TSU now cost.v.01 Theme -2 Time -1 Value +3 quantity.n.01 MOR +1 quantity.n.01 EQU 1000 yen.n.02 Quantity -2
p01/d2310,She will give birth in July.,will,will,,,,,Y,,,TSU,female.n.02 time.n.08 TSU now give_birth.v.01 Agent -2 Time -1 Time +1 time.n.08 MonthOfYear 7
p27/d1637,The conference will take place in Tokyo.,will,will,,,,,Y,,,TSU,"conference.n.01 time.n.08 TSU now take_place.v.01 Theme -2 Time -1 EQU +1 Location +2 entity.n.01 city.n.01 Name ""Tokyo"""
p04/d0821,I must have my bicycle repaired.,must,must,,,,Y,Y,,,NECESSITY;TSU,person.n.01 EQU speaker NECESSITY <1 time.n.08 TSU now person.n.01 EQU speaker bicycle.n.01 User -1 repair.v.01 Beneficiary -4 Time -3 Patient -1
p02/d1798,I can't find the newspaper.,ca,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 find.v.03 Agent -1 Theme +1 newspaper.n.03
p87/d2578,The Diet will meet on Tuesday.,will,will,,,,,Y,,,TSU,diet.n.02 time.n.08 TSU now meet.v.02 Agent -2 Time -1 Time +1 time.n.08 DayOfWeek tuesday
p27/d2741,He'll rip my head off.,'ll,will,,,,,Y,,,TSU,male.n.02 time.n.08 TSU now tear_off.v.01 Agent -2 Time -1 Patient +2 person.n.01 EQU speaker head.n.01 PartOf -1
p51/d1683,Tom can't pronounce Mary's last name.,ca,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,"male.n.02 Name ""Tom"" NEGATION <1 POSSIBILITY <1 pronounce.v.01 Agent -1 Theme +2 female.n.02 Name ""Mary"" last_name.n.01 User -1"
p02/d2461,I can't stand those kinds of people.,ca,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 stand.v.05 Experiencer -1 Stimulus +1 kind.n.01 PartOf +1 person.n.01
p00/d2022,I can't open this bottle.,ca,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 open.v.01 Agent -1 Patient +1 bottle.n.01
p22/d3215,You can't tickle yourself.,ca,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,NEGATION <1 person.n.01 NEGATION <1 NEGATION <1 POSSIBILITY <1 tickle.v.01 Experiencer -1 Stimulus -1
p02/d2924,What time will the flight arrive in Tokyo?,will,will,,,,,Y,,,TSU,"time.n.08 ClockTime ? time.n.08 TSU now flight.n.09 arrive.v.01 Time -3 Time -2 Theme -1 Destination +1 city.n.01 Name ""Tokyo"""
p06/d1742,He suggested to her that she should buy it.,should,should,,,,Y,,,Y,CONTINUATION;NECESSITY,male.n.02 suggest.v.01 Proposition >1 Causer -1 Time +1 Recipient +2 time.n.08 TPR now female.n.02 CONTINUATION <0 female.n.02 ANA -1 NECESSITY <1 buy.v.01 Agent -1 Theme +1 entity.n.01
p03/d2026,Tomorrow it will rain in the south of England.,will,will,,,,,Y,,,TSU,"time.n.08 TIN +2 day.n.03 TCT now TAB +1 day.n.03 entity.n.01 time.n.08 TSU now rain.v.01 Time -5 EQU -2 Time -1 Location +1 south.n.04 Of +1 country.n.02 Name ""England"""
p00/d1631,Coffee will be served after the meal.,will,will,,,,,Y,,,TSU,coffee.n.01 time.n.08 TSU now serve.v.05 Theme -2 Time -1 Time +1 time.n.08 TSU +1 meal.n.01
p95/d2809,Whoever stole the money should be punished.,should,should,,,,Y,,Y,,NECESSITY;NEGATION,NEGATION <1 person.n.01 steal.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now money.n.01 NEGATION <1 NECESSITY <1 punish.v.01 Patient -4
p09/d2379,I'll sing.,'ll,will,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now sing.v.01 Agent -2 Time -1
p10/d3126,I will meet you at the station at 10 a.m.,will,will,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now meet.v.02 Theme -2 Time -1 Co-Theme +1 Location +2 Time +3 person.n.01 EQU hearer station.n.01 time.n.08 ClockTime 10:00
p71/d2169,"If we don't hurry, we'll miss our train.",'ll,will,,,,,Y,Y,Y,CONSEQUENCE;NEGATION;TSU,person.n.01 Sub speaker NEGATION <1 time.n.08 EQU now hurry.v.01 Theme -2 Time -1 CONSEQUENCE <1 person.n.01 Sub speaker time.n.08 TSU now miss.v.05 Agent -2 Time -1 Theme +2 person.n.01 Sub speaker train.n.01 User -1
p35/d1564,He might be away at the moment.,might,might,,,Y,,,,,POSSIBILITY,male.n.02 POSSIBILITY <1 away.a.01 AttributeOf -1 Time +1 time.n.08 EQU now
p13/d2606,Who will win the gold medal?,will,will,,,,,Y,,,TSU,person.n.01 Name ? time.n.08 TSU now win.v.01 Agent -2 Time -1 Theme +1 gold_medal.n.01
p60/d0775,I'm very sensitive to cold. May I have another blanket?,May,may,,,Y,,,,Y,CONTINUATION;POSSIBILITY,person.n.01 EQU speaker time.n.08 EQU now very.r.01 sensitive.a.01 Experiencer -3 Time -2 Degree -1 Stimulus +1 cold.n.02 CONTINUATION <1 POSSIBILITY <1 person.n.01 EQU speaker have.v.01 Pivot -1 Theme +2 blanket.n.01 NEQ +1 blanket.n.01
p08/d0903,I'll be back at six.,'ll,will,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now back.r.01 AttributeOf -2 Time -1 Time +1 time.n.08 ClockTime 18:00
p96/d1582,People should love one another.,should,should,,,,Y,,,,NECESSITY,person.n.01 NECESSITY <1 love.v.01 Stimulus -1 Experiencer -1
p10/d3440,We should organize a search party.,should,should,,,,Y,,,,NECESSITY,person.n.01 Sub speaker NECESSITY <1 organize.v.01 Agent -1 Result +1 search_party.n.01
p93/d1734,I'll pick you up at 2:30.,'ll,will,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now pick_up.v.03 Agent -2 Time -1 Theme +1 Time +2 person.n.01 EQU hearer time.n.08 ClockTime 14:30
p01/d1552,I won't bite.,wo,will,neg,,,,Y,Y,,NEGATION;TSU,person.n.01 EQU speaker NEGATION <1 time.n.08 TSU now bite.v.01 Agent -2 Time -1
p58/d3087,Neither Tom nor Mary can speak French.,can,can,,,Y,,,Y,,NEGATION;POSSIBILITY,"NEGATION <1 male.n.02 Name ""Tom"" POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 french.n.01 NEGATION <3 female.n.02 Name ""Mary"" POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 french.n.01"
p28/d2819,He will be in New York for two weeks.,will,will,,,,,Y,,,TSU,"male.n.02 time.n.08 TSU now be.v.03 Theme -2 Time -1 Location +1 Duration +3 city.n.03 Name ""New York"" quantity.n.01 EQU 2 week.n.01 Quantity -1"
p04/d2907,The submarine can dive up to a 1000 feet.,can,can,,,Y,,,,,POSSIBILITY,submarine.n.01 POSSIBILITY <1 dive.v.03 Theme -1 Value +3 quantity.n.01 TOP +1 quantity.n.01 EQU 1000 foot.n.02 Quantity -2
p20/d3512,You must be very proud.,must,must,,,,Y,,,,NECESSITY,person.n.01 EQU hearer NECESSITY <1 very.r.01 proud.a.01 Experiencer -2 Degree -1
p00/d2556,I can't talk now.,ca,can,neg,,Y,,,Y,,NEGATION;POSSIBILITY,person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 talk.v.02 Agent -1 Time +1 time.n.08 EQU now
p46/d1880,They can offer something else.,can,can,,,Y,,,,,POSSIBILITY,person.n.01 POSSIBILITY <1 offer.v.02 Agent -1 Theme +1 entity.n.01 NEQ +1 entity.n.01
p12/d0920,The shopping center will be demolished.,will,will,,,,,Y,,,TSU,shopping_center.n.01 time.n.08 TSU now demolish.v.01 Patient -2 Time -1
p09/d2772,That plane will take off at five.,will,will,,,,,Y,,,TSU,plane.n.01 time.n.08 TSU now take_off.v.03 Theme -2 Time -1 Time +1 time.n.08 ClockTime 17:00
p95/d1663,Who fights can lose. Who doesn't fight has already lost.,can,can,,,Y,,,Y,Y,CONTINUATION;NEGATION;POSSIBILITY,NEGATION <1 person.n.01 fight.v.01 Agent -1 Time +1 time.n.08 EQU now NEGATION <1 POSSIBILITY <1 lose.v.02 Agent -3 CONTINUATION <4 NEGATION <1 person.n.01 time.n.08 EQU now NEGATION <1 fight.v.01 Agent -2 Time -1 NEGATION <2 lose.v.02 Agent -3 Time +1 time.n.08 TPR now
p20/d2522,I can come at three.,can,can,,,Y,,,,,POSSIBILITY,person.n.01 EQU speaker POSSIBILITY <1 come.v.02 Theme -1 Time +1 time.n.08 ClockTime 15:00
p57/d0782,"If I had money, I could buy it.",could,could,,,Y,,,,Y,CONSEQUENCE;POSSIBILITY,person.n.01 EQU speaker have.v.01 Pivot -1 Theme +1 money.n.01 CONSEQUENCE <1 person.n.01 EQU speaker POSSIBILITY <1 buy.v.01 Agent -1 Theme +1 entity.n.01
p25/d2946,"If you run fast, you can catch the train.",can,can,,,Y,,,,Y,CONSEQUENCE;POSSIBILITY,person.n.01 EQU hearer run.v.01 Theme -1 Time +1 Manner +2 time.n.08 EQU now fast.a.01 CONSEQUENCE <1 person.n.01 EQU hearer POSSIBILITY <1 catch.v.09 Agent -1 Theme +1 train.n.01
p46/d1798,"If the weather is good, I'll go.",'ll,will,,,,,Y,,Y,CONSEQUENCE;TSU,weather.n.01 time.n.08 EQU now good.a.01 AttributeOf -2 Time -1 CONSEQUENCE <1 person.n.01 EQU speaker time.n.08 TSU now go.v.01 Theme -2 Time -1
p15/d2973,I'd like a gin and tonic.,'d,would,,,,,Y,,,TSU,person.n.01 EQU speaker time.n.08 TSU now like.v.05 Pivot -2 Time -1 Theme +1 gin_and_tonic.n.01
